location_node,destination_node,location_lat,location_lon,destination_lat,destination_lon,time
42437410,42446266,40.709896,-74.017654,40.74332,-73.984398,2010/2/2 8:00
42444242,42430358,40.703354,-74.002991,40.759624,-73.979973,2010/2/2 8:00
42427483,42457735,40.748013,-74.00267,40.733383,-74.007957,2010/2/2 8:00
42431106,42440144,40.79707,-73.97123,40.811153,-73.95359,2010/2/2 8:00
42442960,42446488,40.758839,-73.966057,40.752945,-73.98243,2010/2/2 8:00
42449890,42440350,40.734856,-73.985977,40.707027,-74.004837,2010/2/2 8:00
42443804,42449308,40.752411,-73.978249,40.745369,-73.9823,2010/2/2 8:00
42434346,42455643,40.764435,-73.97377,40.768295,-73.988075,2010/2/2 8:00
42429981,42439968,40.763306,-73.962914,40.754803,-73.987816,2010/2/2 8:00
42439840,42445365,40.745258,-73.994942,40.747643,-73.983368,2010/2/2 8:00
42430311,42440004,40.751156,-73.986725,40.760803,-73.981659,2010/2/2 8:00
42436407,42445916,40.735638,-74.005981,40.753101,-73.979698,2010/2/2 8:00
42430367,42438886,40.76165,-73.979286,40.756329,-73.974419,2010/2/2 8:00
42431108,42437052,40.798546,-73.970749,40.790592,-73.973183,2010/2/2 8:00
42443388,1061531731,40.793503,-73.966537,40.791534,-73.974068,2010/2/2 8:00
42430205,1692450029,40.730457,-74.001663,40.736542,-73.981743,2010/2/2 8:00
42442255,673008453,40.722927,-73.998299,40.708797,-74.004143,2010/2/2 8:00
42429773,42454325,40.71899,-73.987869,40.742462,-74.006714,2010/2/2 8:00
42449971,42446472,40.760605,-73.967033,40.772751,-73.958511,2010/2/2 8:00
42442107,42428385,40.705173,-74.008293,40.71101,-74.008751,2010/2/2 8:00
42439952,42429565,40.751831,-73.990807,40.715015,-74.011536,2010/2/2 8:00
486867490,42456464,40.719242,-73.990036,40.729778,-74.006081,2010/2/2 8:00
42430295,42430324,40.748672,-73.988556,40.75309,-73.984718,2010/2/2 8:00
42429324,42435265,40.78088,-73.958961,40.773544,-73.977989,2010/2/2 8:00
42443054,42428201,40.783936,-73.947266,40.741215,-73.988617,2010/2/2 8:00
42428287,42426747,40.75528,-73.985748,40.702187,-74.012695,2010/2/2 8:00
42440459,42440459,40.756935,-73.971306,40.756935,-73.971306,2010/2/2 8:00
42442949,42430329,40.753498,-73.968712,40.754688,-73.985466,2010/2/2 8:00
42428020,42436707,40.771267,-73.950546,40.757423,-73.968506,2010/2/2 8:00
427842134,42437644,40.756016,-73.996086,40.747902,-73.984367,2010/2/2 8:00
42435636,42449938,40.750027,-73.994835,40.748199,-73.976585,2010/2/2 8:00
42440453,42445928,40.758446,-73.975037,40.757793,-73.975594,2010/2/2 8:00
42442947,1815133244,40.752254,-73.971245,40.766048,-73.988892,2010/2/2 8:00
42435328,42447166,40.791527,-73.965263,40.785877,-73.950813,2010/2/2 8:00
42447115,596775919,40.776218,-73.957993,40.760033,-73.972298,2010/2/2 8:00
42436122,42431877,40.730885,-74.007683,40.704422,-74.011581,2010/2/2 8:00
42437280,593915274,40.736771,-73.988541,40.756199,-74.000687,2010/2/2 8:00
596775882,42432818,40.756409,-73.975624,40.763374,-73.974197,2010/2/2 8:00
42445936,42435714,40.759632,-73.973183,40.76646,-73.982506,2010/2/2 8:00
561035332,42421972,40.804607,-73.966537,40.769615,-73.98214,2010/2/2 8:00
42445236,42446013,40.769093,-73.96125,40.773952,-73.963562,2010/2/2 8:00
42446086,42440009,40.787563,-73.954887,40.762077,-73.982246,2010/2/2 8:00
42436751,42439440,40.742973,-73.981796,40.749081,-73.990868,2010/2/2 8:00
42443807,42428308,40.753681,-73.977852,40.761726,-73.984146,2010/2/2 8:00
42428037,42428037,40.776241,-73.947197,40.775669,-73.947182,2010/2/2 8:00
42443975,42448707,40.756561,-73.998192,40.736897,-73.979233,2010/2/2 8:00
42434800,42431789,40.743748,-73.987221,40.731926,-74.002853,2010/2/2 8:00
42448257,42447278,40.77322,-73.946205,40.795879,-73.963554,2010/2/2 8:00
42430274,596775941,40.744446,-73.991638,40.762405,-73.969948,2010/2/2 8:00
42439443,42440960,40.750534,-73.991219,40.766697,-73.986443,2010/2/2 8:00
42437108,42427764,40.720509,-73.989433,40.764744,-73.975105,2010/2/2 8:00
42443680,42446353,40.747169,-73.985695,40.759289,-73.976257,2010/2/2 8:00
42436129,42436060,40.732841,-74.007584,40.721188,-74.009872,2010/2/2 8:00
1420632001,42430597,40.767426,-73.97554,40.750793,-74.005791,2010/2/2 8:00
42455934,42445387,40.753494,-73.966568,40.744495,-73.975044,2010/2/2 8:00
42452817,42446849,40.717293,-74.006584,40.714951,-74.015625,2010/2/2 8:00
42430237,1692433918,40.733231,-73.999695,40.72625,-73.995094,2010/2/2 8:00
42439840,42449948,40.745876,-73.995003,40.752037,-73.974037,2010/2/2 8:00
42429900,42442843,40.739918,-73.979256,40.724792,-73.990257,2010/2/2 8:00
595105571,42430052,40.75227,-73.967781,40.774033,-73.964096,2010/2/2 8:00
42442959,42439952,40.758385,-73.966415,40.750866,-73.989357,2010/2/2 8:00
42436541,42439443,40.782166,-73.955917,40.750412,-73.991844,2010/2/2 8:00
42434175,42439203,40.784103,-73.948524,40.738121,-73.987381,2010/2/2 8:00
42440710,42427381,40.736107,-73.993996,40.743336,-73.999924,2010/2/2 8:00
42430745,42435642,40.770416,-73.991516,40.752552,-73.994781,2010/2/2 8:00
42453166,42448707,40.725559,-73.986618,40.736973,-73.97831,2010/2/2 8:00
42436751,42445924,40.743496,-73.982567,40.755592,-73.976997,2010/2/2 8:00
1061531491,42430344,40.778355,-73.981819,40.756119,-73.9813,2010/2/2 8:00
42421749,42428493,40.801544,-73.968643,40.734982,-73.991051,2010/2/2 8:00
42436531,42438798,40.760475,-73.960983,40.771133,-73.962006,2010/2/2 8:00
42438772,42443826,40.803646,-73.937904,40.797352,-73.930664,2010/2/2 8:00
2408421057,42432246,40.773647,-73.870956,40.716633,-73.997894,2010/2/2 8:00
42435618,1733612459,40.743889,-73.9991,40.763821,-73.95433,2010/2/2 8:00
42439443,42429998,40.750591,-73.991844,40.773865,-73.980682,2010/2/2 8:00
42449928,42428438,40.74498,-73.978714,40.722034,-73.999733,2010/2/2 8:00
42438487,42446488,40.776867,-73.961861,40.752262,-73.982353,2010/2/2 8:00
42428303,42444960,40.759686,-73.985481,40.753887,-73.995872,2010/2/2 8:00
42429342,2831728347,40.777115,-73.949173,40.804787,-73.938118,2010/2/2 8:00
42824096,42815805,40.762932,-73.933975,40.756351,-73.933578,2010/2/2 8:00
42515018,42455396,40.667057,-73.931412,40.721622,-73.977661,2010/2/2 8:00
42430279,42445920,40.745029,-73.990616,40.754051,-73.978539,2010/2/2 8:00
42446959,42435422,40.751373,-73.976418,40.749535,-73.992355,2010/2/2 8:00
42442542,42433604,40.794559,-73.970139,40.751526,-73.983482,2010/2/2 8:00
42454742,42446293,40.738556,-74.003883,40.739414,-73.976654,2010/2/2 8:00
42439968,42428307,40.755497,-73.988937,40.760555,-73.984535,2010/2/2 8:00
42442870,42429690,40.730907,-73.986069,40.768661,-73.961418,2010/2/2 8:00
42785814,42452067,40.718918,-73.837791,40.718014,-73.993919,2010/2/2 8:00
42421877,42445950,40.732899,-73.996162,40.763596,-73.971855,2010/2/2 8:00
42423674,596775951,40.766499,-73.97921,40.760979,-73.971771,2010/2/2 8:00
42443804,42438672,40.752583,-73.978539,40.749325,-73.999329,2010/2/2 8:00
42446353,42436056,40.759708,-73.976692,40.720154,-74.009773,2010/2/2 8:00
42434215,42439440,40.726006,-73.983337,40.749413,-73.990952,2010/2/2 8:00
42445236,42428013,40.769276,-73.961174,40.768749,-73.95208,2010/2/2 8:00
42428939,561035363,40.828461,-73.949127,40.827766,-73.949638,2010/2/2 8:00
42428232,42430344,40.747448,-73.988556,40.756538,-73.982849,2010/2/2 8:00
42444933,42455175,40.748562,-74.000191,40.721695,-73.979294,2010/2/2 8:00
1692450029,42452314,40.736618,-73.981606,40.709442,-74.015236,2010/2/2 8:00
42435266,42445598,40.775238,-73.978271,40.779663,-73.970322,2010/2/2 8:00
42449928,42440463,40.74556,-73.979256,40.75671,-73.970062,2010/2/2 8:00
1061531807,42442571,40.794823,-73.971764,40.803829,-73.96312,2010/2/2 8:00
592405093,42480066,40.714478,-73.981544,40.717701,-73.957848,2010/2/2 8:00
42445417,42445936,40.741451,-73.975304,40.759796,-73.973228,2010/2/2 8:00
2844853162,42445914,40.744076,-73.924362,40.751945,-73.980949,2010/2/2 8:00
42436374,42430007,40.729485,-74.006706,40.714085,-74.010498,2010/2/2 8:00
42436404,1918039880,40.735058,-74.006104,40.725201,-73.996262,2010/2/2 8:00
42458267,42436390,40.724033,-73.997322,40.732319,-74.006599,2010/2/2 8:00
42445409,42423774,40.744343,-73.98304,40.738483,-73.973793,2010/2/2 8:00
42450025,42430356,40.775749,-73.956406,40.759583,-73.980736,2010/2/2 8:00
42428473,42445928,40.730118,-73.992142,40.757725,-73.974976,2010/2/2 8:01
42432700,1698103410,40.758621,-73.987144,40.773823,-73.870552,2010/2/2 8:01
42436753,42435422,40.742329,-73.980644,40.749065,-73.992371,2010/2/2 8:01
42449928,42428277,40.745106,-73.978485,40.754539,-73.986687,2010/2/2 8:01
42428014,42438038,40.769543,-73.951683,40.716251,-74.000732,2010/2/2 8:01
42436586,42449947,40.739635,-73.982269,40.751194,-73.973839,2010/2/2 8:01
42421969,42440001,40.768768,-73.981392,40.761341,-73.982971,2010/2/2 8:01
42443346,42436064,40.779861,-73.976936,40.721924,-74.009827,2010/2/2 8:01
42439416,561042204,40.772301,-73.946693,40.751949,-73.97683,2010/2/2 8:01
277629533,42431902,40.723396,-73.847908,40.702351,-74.011322,2010/2/2 8:01
42449045,42439830,40.732132,-73.993904,40.740738,-73.999908,2010/2/2 8:01
42436514,561042197,40.764359,-73.968369,40.750732,-73.978188,2010/2/2 8:01
42442961,42444049,40.760509,-73.96447,40.753761,-73.974792,2010/2/2 8:01
42431635,246648219,40.71804,-74.014801,40.742741,-74.007706,2010/2/2 8:01
42444897,42433611,40.741238,-74.005081,40.754269,-73.98925,2010/2/2 8:01
42445011,42430597,40.759018,-73.991966,40.751167,-74.005531,2010/2/2 8:01
42439440,42428003,40.749832,-73.991348,40.766384,-73.955544,2010/2/2 8:01
42434948,42439443,40.748947,-73.982811,40.750412,-73.991676,2010/2/2 8:01
42440743,42431902,40.73122,-73.982422,40.701775,-74.01133,2010/2/2 8:01
42432458,42439964,40.749454,-73.974258,40.753906,-73.98822,2010/2/2 8:01
42442957,42428385,40.758205,-73.967529,40.71117,-74.008949,2010/2/2 8:01
42436381,42436701,40.730991,-74.006691,40.759579,-73.973419,2010/2/2 8:01
42435578,246580301,40.737381,-74.004852,40.748753,-74.008224,2010/2/2 8:01
42439070,1692433938,40.734341,-73.994041,40.729282,-74.000931,2010/2/2 8:01
42445011,42428216,40.759335,-73.991875,40.743977,-73.990067,2010/2/2 8:01
42434142,42453613,40.728527,-73.987762,40.720051,-73.979477,2010/2/2 8:01
42446021,42446021,40.776459,-73.963005,40.776642,-73.962624,2010/2/2 8:01
42444897,42437914,40.740822,-74.004875,40.747818,-74.004021,2010/2/2 8:01
42435636,596775941,40.749828,-73.994766,40.761768,-73.969933,2010/2/2 8:01
42435663,42434948,40.757526,-73.990036,40.748302,-73.982391,2010/2/2 8:01
2061592973,42443268,40.771996,-73.990028,40.787811,-73.955513,2010/2/2 8:01
42435264,42432693,40.772617,-73.978531,40.755474,-73.979179,2010/2/2 8:01
42448726,42436511,40.785355,-73.958115,40.765072,-73.970184,2010/2/2 8:01
42430390,42428297,40.765175,-73.976707,40.75819,-73.986137,2010/2/2 8:01
42439891,42435312,40.815826,-73.943451,40.786739,-73.968246,2010/2/2 8:01
42447136,42430333,40.780033,-73.955101,40.753872,-73.982925,2010/2/2 8:01
42434386,42443020,40.792999,-73.940544,40.77137,-73.95652,2010/2/2 8:01
599041356,42445039,40.6455,-73.780258,40.768337,-73.984856,2010/2/2 8:01
42453952,42428441,40.71265,-74.009796,40.723103,-73.999092,2010/2/2 8:01
42424610,595407648,40.720284,-74.008453,40.731449,-73.99028,2010/2/2 8:01
42455751,42445924,40.759132,-73.995865,40.756203,-73.977783,2010/2/2 8:01
42435642,42445039,40.751717,-73.994064,40.768375,-73.985023,2010/2/2 8:01
42435301,42445936,40.778736,-73.97422,40.760952,-73.974136,2010/2/2 8:01
42440459,599041290,40.756935,-73.971306,40.648827,-73.782494,2010/2/2 8:01
42434085,42445417,40.754269,-73.974442,40.74147,-73.974716,2010/2/2 8:01
42427970,42439409,40.761478,-73.957741,40.774166,-73.951523,2010/2/2 8:01
42431793,42436056,40.732162,-74.003746,40.720245,-74.010277,2010/2/2 8:01
42430269,42432825,40.742249,-73.993462,40.762505,-73.972641,2010/2/2 8:01
42453104,42435422,40.732227,-73.990089,40.749344,-73.992104,2010/2/2 8:01
42440343,42429577,40.708855,-74.006683,40.715519,-74.013939,2010/2/2 8:01
246580758,42445917,40.748447,-74.006104,40.753059,-73.978462,2010/2/2 8:01
42430217,42440721,40.731022,-74.001122,40.734364,-73.989571,2010/2/2 8:01
42430237,42446488,40.733635,-73.999374,40.752609,-73.981873,2010/2/2 8:01
42433620,42437529,40.754543,-73.991508,40.737087,-73.985252,2010/2/2 8:01
42442961,42453613,40.759892,-73.964691,40.720356,-73.979294,2010/2/2 8:01
42437436,42446986,40.766766,-73.962875,40.755081,-73.974052,2010/2/2 8:01
42448726,596775985,40.785229,-73.957947,40.764454,-73.968384,2010/2/2 8:01
42440935,42442574,40.770302,-73.987656,40.805267,-73.96228,2010/2/2 8:01
42432847,42430320,40.761211,-73.969307,40.752712,-73.985611,2010/2/2 8:01
42436710,42450426,40.756947,-73.967308,40.761333,-73.975273,2010/2/2 8:01
42439559,42435509,40.771683,-73.96106,40.778339,-73.956779,2010/2/2 8:01
42446472,596775951,40.772881,-73.958344,40.761028,-73.971107,2010/2/2 8:01
42447166,589928040,40.786053,-73.950806,40.807308,-73.9384,2010/2/2 8:01
42435234,42447179,40.798969,-73.936127,40.791489,-73.946571,2010/2/2 8:01
42435654,42445649,40.755322,-73.991432,40.751274,-73.981514,2010/2/2 8:01
42430274,42436056,40.743805,-73.991165,40.720234,-74.010712,2010/2/2 8:01
1733614298,42430344,40.777092,-73.982994,40.756207,-73.982414,2010/2/2 8:01
42440009,42440153,40.762844,-73.982567,40.758938,-73.977867,2010/2/2 8:01
42443341,42438889,40.779045,-73.977837,40.756329,-73.9729,2010/2/2 8:01
1692433916,596775870,40.725521,-73.994949,40.757565,-73.974731,2010/2/2 8:01
42436714,42442902,40.755505,-73.965012,40.742004,-73.977821,2010/2/2 8:01
1061531707,42443326,40.773937,-73.983284,40.775322,-73.981087,2010/2/2 8:01
42429374,42440330,40.736404,-73.997627,40.737305,-73.981712,2010/2/2 8:01
1061531790,42428782,40.792809,-73.973396,40.803856,-73.966797,2010/2/2 8:01
42446986,42432818,40.754295,-73.973534,40.762718,-73.97332,2010/2/2 8:01
596776089,596776103,40.775848,-73.960899,40.781425,-73.956429,2010/2/2 8:01
42428007,42436056,40.767117,-73.953568,40.720158,-74.010071,2010/2/2 8:01
42434959,2302133933,40.746349,-73.977623,40.740074,-73.983444,2010/2/2 8:01
42443612,42445994,40.761135,-73.972404,40.769768,-73.96711,2010/2/2 8:01
42439567,42438891,40.768677,-73.955124,40.754425,-73.970444,2010/2/2 8:01
276062183,42444353,40.768982,-73.862724,40.702793,-74.014305,2010/2/2 8:01
42429378,42435629,40.7384,-74.002892,40.746449,-73.996864,2010/2/2 8:01
42442463,42436060,40.782986,-73.977623,40.721214,-74.009972,2010/2/2 8:01
370901769,42433834,40.718674,-73.975204,40.702541,-74.011353,2010/2/2 8:01
422438821,42433604,40.767944,-73.970734,40.751266,-73.983292,2010/2/2 8:01
42430673,42434268,40.761387,-73.999458,40.740601,-73.990173,2010/2/2 8:01
42453310,561042196,40.73877,-73.987297,40.750294,-73.979469,2010/2/2 8:01
42458766,42430390,40.779594,-73.957642,40.764259,-73.976089,2010/2/2 8:01
42437287,42453104,40.735043,-73.983299,40.732174,-73.990288,2010/2/2 8:01
596776009,42432847,40.769482,-73.964951,40.760612,-73.96891,2010/2/2 8:01
42447308,42431187,40.801338,-73.959869,40.804714,-73.961929,2010/2/2 8:01
42428027,42454798,40.773525,-73.949013,40.706539,-74.005714,2010/2/2 8:01
42435642,42430983,40.751122,-73.993988,40.774292,-73.988892,2010/2/2 8:01
42428588,42445930,40.772701,-73.98214,40.759251,-73.97493,2010/2/2 8:01
100522728,42432161,40.754906,-73.974785,40.722195,-73.998825,2010/2/2 8:01
42446070,42456578,40.784737,-73.955521,40.783516,-73.954903,2010/2/2 8:01
593216431,593216431,40.751778,-73.945587,40.751778,-73.945587,2010/2/2 8:01
42435644,42430643,40.751873,-73.99334,40.757034,-74.001259,2010/2/2 8:01
42453008,42430356,40.747643,-73.971931,40.759338,-73.981567,2010/2/2 8:01
2824895141,42446959,40.705807,-74.008705,40.751083,-73.975418,2010/2/2 8:01
42433620,42436511,40.754593,-73.991875,40.7645,-73.970238,2010/2/2 8:01
42446466,42432818,40.773567,-73.9599,40.762558,-73.973778,2010/2/2 8:01
276061109,42430344,40.769238,-73.863144,40.756638,-73.982353,2010/2/2 8:01
42431674,42445928,40.769089,-73.967262,40.757938,-73.975113,2010/2/2 8:01
42429682,42430052,40.770325,-73.966743,40.773743,-73.964119,2010/2/2 8:01
42430390,42429375,40.764763,-73.976814,40.737694,-74.000496,2010/2/2 8:01
42439443,42430597,40.750546,-73.990913,40.750927,-74.005577,2010/2/2 8:01
42443614,42445656,40.760258,-73.969765,40.74902,-73.977142,2010/2/2 8:01
42432700,42446971,40.758949,-73.988205,40.751949,-73.97596,2010/2/2 8:01
42434360,42443804,40.737709,-73.985901,40.752079,-73.978714,2010/2/2 8:01
42445920,42454994,40.753902,-73.978676,40.729553,-73.983963,2010/2/2 8:01
42446031,596775882,40.778828,-73.960419,40.756382,-73.975006,2010/2/2 8:01
42429694,42446472,40.766315,-73.957321,40.772758,-73.958427,2010/2/2 8:01
42429700,42442914,40.731415,-74.000969,40.744617,-73.975594,2010/2/2 8:01
42430673,42435636,40.761242,-73.999458,40.750393,-73.994995,2010/2/2 8:01
42439443,42428471,40.750359,-73.991592,40.730015,-73.992912,2010/2/2 8:01
42449926,42446849,40.743427,-73.978737,40.715588,-74.015923,2010/2/2 8:01
42443032,42430356,40.775925,-73.953247,40.759178,-73.981094,2010/2/2 8:01
42449971,42446472,40.761242,-73.967331,40.772678,-73.958443,2010/2/2 8:01
42445230,42435522,40.770515,-73.9645,40.773808,-73.946373,2010/2/2 8:01
42427423,42444051,40.743717,-73.991966,40.752453,-73.972473,2010/2/2 8:01
42421996,42421996,40.788506,-73.970802,40.788429,-73.970329,2010/2/2 8:01
42455695,42442961,40.765961,-73.956924,40.759808,-73.964935,2010/2/2 8:01
42436492,42422026,40.767262,-73.955093,40.711372,-74.015404,2010/2/2 8:01
42427369,42449890,40.739773,-73.990814,40.734436,-73.985542,2010/2/2 8:01
42438463,42445417,40.734322,-73.978111,40.741989,-73.974487,2010/2/2 8:01
42431508,42434268,40.738888,-74.008141,40.741203,-73.990044,2010/2/2 8:01
42439440,561042197,40.750031,-73.992088,40.750069,-73.978249,2010/2/2 8:01
42440743,42439275,40.73151,-73.982422,40.740005,-73.997459,2010/2/2 8:01
42429896,42445236,40.740917,-73.981979,40.76952,-73.961136,2010/2/2 8:01
42445924,42445936,40.755814,-73.977318,40.760395,-73.973701,2010/2/2 8:01
42445733,42438881,40.781918,-73.958084,40.757038,-73.975708,2010/2/2 8:01
42435624,42428268,40.745033,-73.998642,40.752682,-73.987083,2010/2/2 8:01
42430279,42445961,40.745319,-73.990723,40.765362,-73.970032,2010/2/2 8:01
2698702581,42440153,40.767624,-73.984528,40.75909,-73.977654,2010/2/2 8:01
42445498,42437280,40.723663,-73.996399,40.737095,-73.988655,2010/2/2 8:01
